Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
TCV_Control_1_R1	(0.0, 0.00037494915560157234)	(1.0, 0.0006453866212797178)	(2.0, 0.0009653863316638183)	(3.0, 0.0009578442509476948)	(4.0, 0.0009599991311523016)	(5.0, 0.0010278778575974138)	(6.0, 0.001046194339336571)	(7.0, 0.001095756584042526)	(8.0, 0.0011593255500784248)	(9.0, 0.0012573725993880313)	(10.0, 0.001341412927367694)	(11.0, 0.0014480794974957275)	(12.0, 0.001587069270692862)	(13.0, 0.0016937358408208956)	(14.0, 0.001797170090642019)	(15.0, 0.0020536008349902207)	(16.0, 0.0025804690450165683)	(17.0, 0.003462892488803027)	(18.0, 0.005132924647373248)	(19.0, 0.007837299304154704)	(20.0, 0.012200931718483347)	(21.0, 0.018612777767290693)	(22.0, 0.028741792169044662)	(23.0, 0.04527295565868525)	(24.0, 0.07304397429555458)	(25.0, 0.11458575487996325)	(26.0, 0.1626385060025912)	(27.0, 0.23494120150776104)	(28.0, 0.3481801562598451)	(29.0, 0.48521114335099214)	(30.0, 0.6374060224419568)	(31.0, 0.7596674606107292)	(32.0, 0.8597174710705178)	(33.0, 0.9834162143357629)	(34.0, 1.0899912020551006)	(35.0, 1.2395226492131715)	(36.0, 1.5109147268219576)	(37.0, 1.7645678305864214)	(38.0, 2.047027372926068)	(39.0, 2.4538105737902955)	(40.0, 2.9653338818796384)	(41.0, 3.5227539834468997)	(42.0, 4.110437222607658)	(43.0, 4.73200703042596)	(44.0, 5.274182431985731)	(45.0, 5.674446042790922)	(46.0, 5.9591057178194715)	(47.0, 6.131960510872103)	(48.0, 5.962918778341523)	(49.0, 5.626647567532437)	(50.0, 5.2220117047921)	(51.0, 4.759152056363392)	(52.0, 4.2163506621041815)	(53.0, 3.662634799608639)	(54.0, 3.166136393745917)	(55.0, 2.6947283355455336)	(56.0, 2.33168812539472)	(57.0, 2.023406653563271)	(58.0, 1.6766444084780574)	(59.0, 1.292177147012737)	(60.0, 1.0513111023824098)	(61.0, 0.8067203473184197)	(62.0, 0.5447440187636624)	(63.0, 0.3764801979869454)	(64.0, 0.24813661044067042)	(65.0, 0.19211080256099755)	(66.0, 0.16342180495696573)	(67.0, 0.10775693951156451)	(68.0, 0.07850767305433495)	(69.0, 0.10446859231933463)	(70.0, 0.14512687201985455)	(71.0, 0.11717699832600285)	(72.0, 0.05628331606412337)	(73.0, 0.027024352645973092)	(74.0, 0.024040921002695066)	(75.0, 0.01942085784401822)	(76.0, 0.014713522037054802)	(77.0, 0.006437704611262627)	(78.0, 0.0010688205814849419)	(79.0, 0.00032215459058870723)	(80.0, 0.00024565634332516807)	(81.0, 0.00018855201790308953)	(82.0, 0.00015299649452707836)	(83.0, 0.00013683489299252784)	(84.0, 0.0001066665701280335)	(85.0, 9.589216910499982e-05)	(86.0, 0.00010020192951421329)	(87.0, 9.158240869578634e-05)	(88.0, 0.0001034342498211234)	(89.0, 9.696960920730319e-05)	(90.0, 6.89561665474156e-05)	(91.0, 5.925920562668528e-05)	(92.0, 4.6329924399044856e-05)	(93.0, 3.232320306910106e-05)	(94.0, 2.9090882762190956e-05)	(95.0, 2.0471361943764003e-05)	(96.0, 2.262624214837074e-05)	(97.0, 3.340064317140443e-05)	(98.0, 3.340064317140443e-05)	(99.0, 7.21884868543257e-05)	(100.0, 0.00037063939519235884)
TCV_Control_1_R2	(0.0, 0.00040081300392538153)	(1.0, 0.0006109165946927187)	(2.0, 0.000885667444157698)	(3.0, 0.0008996743502088538)	(4.0, 0.0008878223527809527)	(5.0, 0.0010397434107204118)	(6.0, 0.0011431790246366393)	(7.0, 0.0011151652125343278)	(8.0, 0.0011270172099622287)	(9.0, 0.0012272204609435741)	(10.0, 0.0013500502524690945)	(11.0, 0.0014437887775806755)	(12.0, 0.0015159782164597094)	(13.0, 0.0016872934520084611)	(14.0, 0.0019760512075245964)	(15.0, 0.002266963871663986)	(16.0, 0.0028100008447241804)	(17.0, 0.0037021330147516424)	(18.0, 0.005421750096108925)	(19.0, 0.008260842207247045)	(20.0, 0.012245268251645059)	(21.0, 0.018976125336381235)	(22.0, 0.029223793294269152)	(23.0, 0.045058061857944975)	(24.0, 0.07140074232292254)	(25.0, 0.11129995293679568)	(26.0, 0.15889972951586961)	(27.0, 0.22944281820673676)	(28.0, 0.336441573531516)	(29.0, 0.46963108826333333)	(30.0, 0.6166702007168088)	(31.0, 0.7394849078819662)	(32.0, 0.8463069606996385)	(33.0, 0.969580663401549)	(34.0, 1.0781557343842392)	(35.0, 1.2236422351746596)	(36.0, 1.4817140918956473)	(37.0, 1.7312406584711182)	(38.0, 2.0070937436968923)	(39.0, 2.4000973587715984)	(40.0, 2.8938214028972316)	(41.0, 3.436857298503114)	(42.0, 4.00695453659983)	(43.0, 4.608474652240846)	(44.0, 5.144845415475002)	(45.0, 5.551490679589223)	(46.0, 5.846121638558039)	(47.0, 6.030600133431942)	(48.0, 5.901489860723945)	(49.0, 5.600229325375686)	(50.0, 5.224846398113335)	(51.0, 4.79354251462321)	(52.0, 4.275680261554189)	(53.0, 3.737987461879667)	(54.0, 3.2547901463786335)	(55.0, 2.793327239251747)	(56.0, 2.4247570556018143)	(57.0, 2.099341072041181)	(58.0, 1.7546968388352462)	(59.0, 1.382849039169343)	(60.0, 1.128204564613642)	(61.0, 0.8776544164421252)	(62.0, 0.6161875011851997)	(63.0, 0.44163559288431936)	(64.0, 0.3037753137115974)	(65.0, 0.2331805072137721)	(66.0, 0.1941874356759776)	(67.0, 0.1353627400783697)	(68.0, 0.10071504177936838)	(69.0, 0.11777114353242965)	(70.0, 0.14979631803692994)	(71.0, 0.12292676241356662)	(72.0, 0.06603825221395312)	(73.0, 0.034666015022299)	(74.0, 0.028423244740730016)	(75.0, 0.0228247921375142)	(76.0, 0.017651933987391198)	(77.0, 0.009200382366986112)	(78.0, 0.0032485247495565197)	(79.0, 0.0017971937917944528)	(80.0, 0.0013134168058737637)	(81.0, 0.0010903837633668982)	(82.0, 0.0009029067131437358)	(83.0, 0.0007628376526321778)	(84.0, 0.0006917256680647714)	(85.0, 0.0006152264119392281)	(86.0, 0.0005451918816834491)	(87.0, 0.0005064035264648638)	(88.0, 0.000521487886827647)	(89.0, 0.0005074809807764911)	(90.0, 0.0004536082651951227)	(91.0, 0.0004374464505207121)	(92.0, 0.0004406788134555943)	(93.0, 0.0004288268160276931)	(94.0, 0.0004396013591439668)	(95.0, 0.0004525308108834953)	(96.0, 0.0005085584350881185)	(97.0, 0.000641085315418285)	(98.0, 0.0008005485535391357)	(99.0, 0.0012078262833342816)	(100.0, 0.0024038005692406618)
TCV_Control_2_R1	(0.0, 0.0017625439139553438)	(1.0, 0.002615387743288574)	(2.0, 0.0034250629343469136)	(3.0, 0.0031607866366152575)	(4.0, 0.002931255828226808)	(5.0, 0.0031123535302580623)	(6.0, 0.003287133870590551)	(7.0, 0.0031313056153543565)	(8.0, 0.0029860062962827685)	(9.0, 0.003114459317490984)	(10.0, 0.0032281718280687474)	(11.0, 0.0032955570195222377)	(12.0, 0.00348823655133456)	(13.0, 0.003957827104276067)	(14.0, 0.004418994508285888)	(15.0, 0.004710646040045524)	(16.0, 0.005525585699186167)	(17.0, 0.0070733393153835115)	(18.0, 0.010529989058224248)	(19.0, 0.01593870356598327)	(20.0, 0.02302046603029847)	(21.0, 0.03226592487644057)	(22.0, 0.045988287379773896)	(23.0, 0.0700090023457101)	(24.0, 0.11126558581310926)	(25.0, 0.16868092761233197)	(26.0, 0.2278409141340302)	(27.0, 0.31483730208771854)	(28.0, 0.45686738648019526)	(29.0, 0.6299841548986765)	(30.0, 0.8168696131396154)	(31.0, 0.9584227367238354)	(32.0, 1.0646765489225913)	(33.0, 1.1940508520452096)	(34.0, 1.302115641264278)	(35.0, 1.441602987573002)	(36.0, 1.6817132710196496)	(37.0, 1.9145975455765267)	(38.0, 2.1463573297510243)	(39.0, 2.5189121541058896)	(40.0, 3.0621768320720073)	(41.0, 3.654888552947972)	(42.0, 4.2356867825536835)	(43.0, 4.863566203113055)	(44.0, 5.458643775945207)	(45.0, 5.8803813669121885)	(46.0, 6.150705485576795)	(47.0, 6.210643560481057)	(48.0, 6.012451077692947)	(49.0, 5.734515591074945)	(50.0, 5.317301231084279)	(51.0, 4.812170254119138)	(52.0, 4.159857384296179)	(53.0, 3.441980828976205)	(54.0, 2.8811465152322064)	(55.0, 2.4112116660781164)	(56.0, 2.003122735061316)	(57.0, 1.6670927902614752)	(58.0, 1.3808068043713237)	(59.0, 1.0867504635916916)	(60.0, 0.8203904893930603)	(61.0, 0.5541358045560749)	(62.0, 0.33452746560915153)	(63.0, 0.21656021192726946)	(64.0, 0.14225750941363227)	(65.0, 0.08899056846326503)	(66.0, 0.06415596673180463)	(67.0, 0.03904550687283152)	(68.0, 0.024547161774166597)	(69.0, 0.020235562414759704)	(70.0, 0.019638571734226444)	(71.0, 0.014603634460311002)	(72.0, 0.007565040634270695)	(73.0, 0.004071539614853832)	(74.0, 0.003389264551387247)	(75.0, 0.0027248886794004955)	(76.0, 0.002060512807413744)	(77.0, 0.0011287019568459549)	(78.0, 0.0004969657869694876)	(79.0, 0.00031902676578761597)	(80.0, 0.0002748052338962633)	(81.0, 0.0002221605530732243)	(82.0, 0.00018109770203125395)	(83.0, 0.00013161170205759734)	(84.0, 0.00011265961696130333)	(85.0, 0.0001337174892905189)	(86.0, 0.00012529434035883267)	(87.0, 0.00012950591482467578)	(88.0, 0.00011581829781068567)	(89.0, 9.581331909793087e-05)	(90.0, 0.00010318357441315631)	(91.0, 8.528438293332308e-05)	(92.0, 6.0014936138264385e-05)	(93.0, 4.527442550781349e-05)	(94.0, 2.8428127644441027e-05)	(95.0, 2.737523402798025e-05)	(96.0, 2.8428127644441027e-05)	(97.0, 2.4216553178597913e-05)	(98.0, 2.2110765945676354e-05)	(99.0, 5.790914890534283e-05)	(100.0, 0.00027901680836210635)
TCV_Control_2_R2	(0.0, 0.0015814725708112765)	(1.0, 0.002053176773023961)	(2.0, 0.0026322779141332835)	(3.0, 0.0025922672898384576)	(4.0, 0.0025101402189174993)	(5.0, 0.002701770051066402)	(6.0, 0.002890241149718345)	(7.0, 0.0029323575963444777)	(8.0, 0.002895505705546612)	(9.0, 0.0029018231725405318)	(10.0, 0.002935516329841438)	(11.0, 0.0030281725124189293)	(12.0, 0.00333351675045839)	(13.0, 0.0037304642599096894)	(14.0, 0.004132676325189255)	(15.0, 0.004646496974028072)	(16.0, 0.005463556038575043)	(17.0, 0.007156637192945571)	(18.0, 0.010734429333835529)	(19.0, 0.015394614153017096)	(20.0, 0.022036377785958194)	(21.0, 0.03168525570800516)	(22.0, 0.04541942895278698)	(23.0, 0.06864349053360211)	(24.0, 0.10771912971332788)	(25.0, 0.16132283715673806)	(26.0, 0.21901289283404873)	(27.0, 0.30212759442839)	(28.0, 0.4352576822135949)	(29.0, 0.603228600470268)	(30.0, 0.7822824616566079)	(31.0, 0.92237018642445)	(32.0, 1.0356697453157404)	(33.0, 1.1676384720852298)	(34.0, 1.2789817220307362)	(35.0, 1.4112536872159338)	(36.0, 1.6358396388497856)	(37.0, 1.867019973114124)	(38.0, 2.104220853423668)	(39.0, 2.4659042621149063)	(40.0, 2.981590669539261)	(41.0, 3.549843666908857)	(42.0, 4.120816333819336)	(43.0, 4.7307519784148155)	(44.0, 5.303588298088501)	(45.0, 5.732720143140325)	(46.0, 6.01662079238009)	(47.0, 6.0955406958904685)	(48.0, 5.946836999054086)	(49.0, 5.70815888437913)	(50.0, 5.327478852437174)	(51.0, 4.856807556077996)	(52.0, 4.245144084259679)	(53.0, 3.565483609363471)	(54.0, 3.0138939841015047)	(55.0, 2.5472700782630975)	(56.0, 2.13126803544697)	(57.0, 1.7766233378981244)	(58.0, 1.4788726951853552)	(59.0, 1.1785929598526868)	(60.0, 0.9048455329833162)	(61.0, 0.6418556994934255)	(62.0, 0.42111497943653964)	(63.0, 0.2874594889796737)	(64.0, 0.19694913935778355)	(65.0, 0.13221616089341787)	(66.0, 0.09647087973065353)	(67.0, 0.06428759704129436)	(68.0, 0.04377899335669912)	(69.0, 0.03464288317232532)	(70.0, 0.02999112164246898)	(71.0, 0.022320663800684593)	(72.0, 0.013903691942452005)	(73.0, 0.009116104872226386)	(74.0, 0.007034499497729786)	(75.0, 0.005340365432193605)	(76.0, 0.004173739860649734)	(77.0, 0.002879712038061812)	(78.0, 0.0019394623671334034)	(79.0, 0.001438276652282426)	(80.0, 0.0011739959497034445)	(81.0, 0.0010665990108068065)	(82.0, 0.0009455142267566754)	(83.0, 0.0007907362854056383)	(84.0, 0.0006791277018463872)	(85.0, 0.0006528049227050543)	(86.0, 0.0006559636562020142)	(87.0, 0.0006106884760789218)	(88.0, 0.0005580429177962561)	(89.0, 0.0005548841842992962)	(90.0, 0.0005285614051579634)	(91.0, 0.0005138206488388169)	(92.0, 0.0004864449585318308)	(93.0, 0.0004580163570591913)	(94.0, 0.00046433382405311116)	(95.0, 0.0004885507808631374)	(96.0, 0.0005064502706792438)	(97.0, 0.0005769953187780158)	(98.0, 0.0007665193285956121)	(99.0, 0.0013056098454101086)	(100.0, 0.0026722885384281095)
TCV_Control_3_R1	(0.0, 0.0013636099263010578)	(1.0, 0.002035781852295614)	(2.0, 0.002656577580124981)	(3.0, 0.0025174337100942606)	(4.0, 0.0024767608865468196)	(5.0, 0.002702602090981296)	(6.0, 0.0028342535987795924)	(7.0, 0.0027882290879232773)	(8.0, 0.002859941697862187)	(9.0, 0.0030279846793608263)	(10.0, 0.0031425107877707265)	(11.0, 0.0032281377847127087)	(12.0, 0.00345290865168541)	(13.0, 0.0037344074041321747)	(14.0, 0.003967740970799075)	(15.0, 0.004548934212542775)	(16.0, 0.00562248268670287)	(17.0, 0.007021413749242496)	(18.0, 0.010122181376004007)	(19.0, 0.015303685028455671)	(20.0, 0.02232830979008349)	(21.0, 0.03170446595523048)	(22.0, 0.045597446209067)	(23.0, 0.06942529878309694)	(24.0, 0.10976631771738807)	(25.0, 0.16600291829649627)	(26.0, 0.22567851314028686)	(27.0, 0.31240795766789653)	(28.0, 0.4493009080165043)	(29.0, 0.615815447619729)	(30.0, 0.7948829049746481)	(31.0, 0.931143285883347)	(32.0, 1.0349531756259585)	(33.0, 1.1621852600445872)	(34.0, 1.2695079973367436)	(35.0, 1.4079764844290839)	(36.0, 1.639560049345982)	(37.0, 1.8790737445171697)	(38.0, 2.140533639004587)	(39.0, 2.5394484110080437)	(40.0, 3.098470682568542)	(41.0, 3.704947435834286)	(42.0, 4.297866224471729)	(43.0, 4.939106468158456)	(44.0, 5.556772529249594)	(45.0, 5.991937490408438)	(46.0, 6.253180106391115)	(47.0, 6.292491460687179)	(48.0, 6.0859944651993585)	(49.0, 5.784342328684836)	(50.0, 5.34305503724464)	(51.0, 4.817665979745491)	(52.0, 4.143944205106285)	(53.0, 3.422306633315807)	(54.0, 2.8566975050155476)	(55.0, 2.3790958041722567)	(56.0, 1.9531614332837572)	(57.0, 1.6040162829153655)	(58.0, 1.3186900037052942)	(59.0, 1.0302683085557702)	(60.0, 0.7693189650376194)	(61.0, 0.5184479190595398)	(62.0, 0.316459184960714)	(63.0, 0.20546626051213207)	(64.0, 0.1345232232082385)	(65.0, 0.08191613696200852)	(66.0, 0.05842008900112875)	(67.0, 0.03560156465355242)	(68.0, 0.02145277374635173)	(69.0, 0.014612247028149169)	(70.0, 0.011471876915301991)	(71.0, 0.008150619771414878)	(72.0, 0.004440830128903524)	(73.0, 0.002523855734864909)	(74.0, 0.001997249703671722)	(75.0, 0.0015327232452614717)	(76.0, 0.0011142212977075362)	(77.0, 0.000662538888838583)	(78.0, 0.00036605541192697154)	(79.0, 0.00023761491651399909)	(80.0, 0.0002119268174314046)	(81.0, 0.000181957368501711)	(82.0, 0.00012094813318054908)	(83.0, 8.562699694198166e-05)	(84.0, 6.100923532116193e-05)	(85.0, 5.45872105505133e-05)	(86.0, 5.3516873088738535e-05)	(87.0, 4.067282354744128e-05)	(88.0, 3.425079877679266e-05)	(89.0, 4.067282354744128e-05)	(90.0, 4.602451085631514e-05)	(91.0, 3.63914737003422e-05)	(92.0, 3.103978639146835e-05)	(93.0, 4.602451085631514e-05)	(94.0, 5.993889785938716e-05)	(95.0, 8.669733440375642e-05)	(96.0, 0.0001091744211010266)	(97.0, 0.0001573396068808913)	(98.0, 0.0002857801022938638)	(99.0, 0.0005544348051993312)	(100.0, 0.0022755374437331624)
TCV_Control_3_R2	(0.0, 0.0014107024342312703)	(1.0, 0.0018292036874819736)	(2.0, 0.0022937293752333934)	(3.0, 0.0022947997109194563)	(4.0, 0.0022509159477908662)	(5.0, 0.0024114663007003432)	(6.0, 0.002555961618318872)	(7.0, 0.002542047254400051)	(8.0, 0.002549539604202493)	(9.0, 0.0026191114237965997)	(10.0, 0.002744340699065992)	(11.0, 0.00291880541589429)	(12.0, 0.0032431171287714334)	(13.0, 0.0036305786471263046)	(14.0, 0.003902443911386352)	(15.0, 0.004366969599137772)	(16.0, 0.005394491857758424)	(17.0, 0.0069903623656786245)	(18.0, 0.010007638664690727)	(19.0, 0.01472139702611297)	(20.0, 0.02164967992199993)	(21.0, 0.031019398517797003)	(22.0, 0.04462978710177639)	(23.0, 0.06772227952858949)	(24.0, 0.10632928772488838)	(25.0, 0.16051503183183682)	(26.0, 0.2198865523377614)	(27.0, 0.3058869543772518)	(28.0, 0.43797172971587844)	(29.0, 0.5985145902755529)	(30.0, 0.7736857286566529)	(31.0, 0.911980591645818)	(32.0, 1.0203456578455985)	(33.0, 1.1482539833372067)	(34.0, 1.2564948905974038)	(35.0, 1.3890538246449564)	(36.0, 1.6162315036761803)	(37.0, 1.8552802758015308)	(38.0, 2.108594481950731)	(39.0, 2.4940170108236517)	(40.0, 3.0347056453239554)	(41.0, 3.6286916453117746)	(42.0, 4.217555018706096)	(43.0, 4.842511181770154)	(44.0, 5.448296562361134)	(45.0, 5.887558046578718)	(46.0, 6.146908945997316)	(47.0, 6.195512889501444)	(48.0, 6.02102248461668)	(49.0, 5.753329388860908)	(50.0, 5.342638375111408)	(51.0, 4.844885186321842)	(52.0, 4.197509771977505)	(53.0, 3.4971709368797037)	(54.0, 2.9426653390080104)	(55.0, 2.4716855270696296)	(56.0, 2.046436877653984)	(57.0, 1.6870374203163179)	(58.0, 1.3943038211850964)	(59.0, 1.1020293960631962)	(60.0, 0.8368141274206592)	(61.0, 0.5876014476204527)	(62.0, 0.38301106257222023)	(63.0, 0.26000808552983967)	(64.0, 0.1765508010804354)	(65.0, 0.11504503121650084)	(66.0, 0.08348939451998619)	(67.0, 0.055590024527063346)	(68.0, 0.0370978348789498)	(69.0, 0.026844019006464537)	(70.0, 0.020698151497089763)	(71.0, 0.01522659546993479)	(72.0, 0.010056874106249634)	(73.0, 0.00688439913275837)	(74.0, 0.005176143377801535)	(75.0, 0.004007336808620544)	(76.0, 0.0031178878535020414)	(77.0, 0.0022412829266162974)	(78.0, 0.0015851671510595687)	(79.0, 0.0012897545017061312)	(80.0, 0.0011548922052621706)	(81.0, 0.0009686537958871773)	(82.0, 0.0008155957927801427)	(83.0, 0.0007620790084769837)	(84.0, 0.0006711004751616135)	(85.0, 0.000614372683800265)	(86.0, 0.0006496937614403498)	(87.0, 0.0006464827543821603)	(88.0, 0.0005715592563577378)	(89.0, 0.000519112807740642)	(90.0, 0.0005041281081357575)	(91.0, 0.0005244644861709579)	(92.0, 0.0005544338853807269)	(93.0, 0.0005512228783225374)	(94.0, 0.000560855899497106)	(95.0, 0.0005747702634159274)	(96.0, 0.0006047396626256964)	(97.0, 0.0006593267826149184)	(98.0, 0.0007984704218031318)	(99.0, 0.0012266046962284036)	(100.0, 0.0025366955759697353)
TCV_Stressed_1_R1	(0.0, 0.00277835538643806)	(1.0, 0.0031174460044679016)	(2.0, 0.003350798687843277)	(3.0, 0.002977677470154526)	(4.0, 0.00277835538643806)	(5.0, 0.002974031334476786)	(6.0, 0.0030554616979463177)	(7.0, 0.002887739456770267)	(8.0, 0.0029266315706661626)	(9.0, 0.003090707676164473)	(10.0, 0.0031453997113305766)	(11.0, 0.003271799081492238)	(12.0, 0.00339455231597616)	(13.0, 0.003762812019427923)	(14.0, 0.004297578585496491)	(15.0, 0.0046257307964931126)	(16.0, 0.00541451148144425)	(17.0, 0.007225425534721901)	(18.0, 0.010638208529086762)	(19.0, 0.015109586248555539)	(20.0, 0.020639558693128227)	(21.0, 0.028499411835776933)	(22.0, 0.040524367300964224)	(23.0, 0.06169383104592404)	(24.0, 0.09582895326092813)	(25.0, 0.14031302390791825)	(26.0, 0.1898579308756118)	(27.0, 0.2651554941351847)	(28.0, 0.38123022343604507)	(29.0, 0.5257946415442085)	(30.0, 0.6802583180174366)	(31.0, 0.8114171106171084)	(32.0, 0.9285783883499354)	(33.0, 1.0565407353387881)	(34.0, 1.150511374782628)	(35.0, 1.272652058472689)	(36.0, 1.4998306187670907)	(37.0, 1.7540525673832914)	(38.0, 2.0243175129815496)	(39.0, 2.4080951698777757)	(40.0, 2.948058694665683)	(41.0, 3.536367547783307)	(42.0, 4.0958087293617025)	(43.0, 4.695560371614635)	(44.0, 5.282138525663891)	(45.0, 5.697891577075341)	(46.0, 5.980253185473781)	(47.0, 6.08247016844211)	(48.0, 5.95132474500659)	(49.0, 5.734013843234712)	(50.0, 5.369735719943041)	(51.0, 4.903085045227457)	(52.0, 4.347855150356851)	(53.0, 3.721743162532417)	(54.0, 3.180091476925716)	(55.0, 2.7064888368512405)	(56.0, 2.2782246785509055)	(57.0, 1.9558127004896069)	(58.0, 1.6742179959620507)	(59.0, 1.3573712363235426)	(60.0, 1.0495839084656597)	(61.0, 0.734452047974249)	(62.0, 0.45224357727427317)	(63.0, 0.2910697957754438)	(64.0, 0.1918754592839614)	(65.0, 0.11346652691271689)	(66.0, 0.08128937955665931)	(67.0, 0.04931520041999594)	(68.0, 0.029155716257770175)	(69.0, 0.02232285799768497)	(70.0, 0.020504651673051842)	(71.0, 0.015158201390925408)	(72.0, 0.008044590683654207)	(73.0, 0.004547946568701321)	(74.0, 0.003444382836905276)	(75.0, 0.00262521768797297)	(76.0, 0.002038189843856792)	(77.0, 0.0011764864453508495)	(78.0, 0.0005055974806466461)	(79.0, 0.00032329069675963426)	(80.0, 0.0002807524471859982)	(81.0, 0.00022484503346064787)	(82.0, 0.00018838367668324555)	(83.0, 0.0001421992914318692)	(84.0, 0.00011910709880618105)	(85.0, 0.00010087642041747986)	(86.0, 7.413809211405147e-05)	(87.0, 6.198430652158402e-05)	(88.0, 4.01074924551426e-05)	(89.0, 4.253824957363609e-05)	(90.0, 3.524597821815561e-05)	(91.0, 1.8230678388701178e-05)	(92.0, 1.33691641517142e-05)	(93.0, 3.646135677740236e-06)	(94.0, 0.0)	(95.0, 6.076892796233728e-06)	(96.0, 8.507649914727218e-06)	(97.0, 3.646135677740236e-06)	(98.0, 1.2153785592467455e-05)	(99.0, 7.049195643631123e-05)	(100.0, 0.0002831832043044916)
TCV_Stressed_1_R2	(0.0, 0.002975332741378244)	(1.0, 0.002938870330331942)	(2.0, 0.002799097754654451)	(3.0, 0.0025389992225241633)	(4.0, 0.002543860877330337)	(5.0, 0.002786943617639017)	(6.0, 0.002864730094537795)	(7.0, 0.0027881590313405605)	(8.0, 0.0028793150589563154)	(9.0, 0.0030555500456801083)	(10.0, 0.003039749667560044)	(11.0, 0.0031539985555051244)	(12.0, 0.0034323282931585626)	(13.0, 0.003897831740849685)	(14.0, 0.004247870886894185)	(15.0, 0.004659896131717398)	(16.0, 0.005685705295820027)	(17.0, 0.0075319187084644515)	(18.0, 0.010780719532689961)	(19.0, 0.015181732545978613)	(20.0, 0.02097925590234063)	(21.0, 0.028926846096732926)	(22.0, 0.0411891549316043)	(23.0, 0.06167252204371522)	(24.0, 0.09414229908044716)	(25.0, 0.13673768766473718)	(26.0, 0.18514883081091235)	(27.0, 0.25940088466560174)	(28.0, 0.37050549736478866)	(29.0, 0.5080246960396182)	(30.0, 0.6572811448302524)	(31.0, 0.7901489552692754)	(32.0, 0.9095256736211665)	(33.0, 1.0355494895067987)	(34.0, 1.132467793481571)	(35.0, 1.250533080449497)	(36.0, 1.4672024501962357)	(37.0, 1.7148478535405096)	(38.0, 1.980651537585842)	(39.0, 2.352583930636243)	(40.0, 2.8654897281012595)	(41.0, 3.428026944068801)	(42.0, 3.979788302158458)	(43.0, 4.570724874676262)	(44.0, 5.141060184952906)	(45.0, 5.558459989164344)	(46.0, 5.843208326575633)	(47.0, 5.960194326176588)	(48.0, 5.867155622737143)	(49.0, 5.6807865165698805)	(50.0, 5.352708680698569)	(51.0, 4.918968854683582)	(52.0, 4.392424900073547)	(53.0, 3.8044271978860746)	(54.0, 3.2884378958602425)	(55.0, 2.823810761447933)	(56.0, 2.3956946546299873)	(57.0, 2.0542253905950703)	(58.0, 1.766935623133854)	(59.0, 1.4548514161611519)	(60.0, 1.1453742715782604)	(61.0, 0.83424416436127)	(62.0, 0.5510418331783438)	(63.0, 0.3757767465883824)	(64.0, 0.25807243748981484)	(65.0, 0.1665797402787323)	(66.0, 0.12143562916230577)	(67.0, 0.0819419763443545)	(68.0, 0.05418921988331251)	(69.0, 0.04066166538513446)	(70.0, 0.03467210666392858)	(71.0, 0.026429170940061242)	(72.0, 0.016962313618739695)	(73.0, 0.011345886903907643)	(74.0, 0.00867076134681062)	(75.0, 0.006676267462577898)	(76.0, 0.004973472866715595)	(77.0, 0.0034080200191276945)	(78.0, 0.0024004420605482158)	(79.0, 0.00187659875518301)	(80.0, 0.0014828047158829485)	(81.0, 0.0011923208412140758)	(82.0, 0.0010136550270871958)	(83.0, 0.0008872520021266822)	(84.0, 0.0007815110100924065)	(85.0, 0.0006672621221473268)	(86.0, 0.0006004143685624398)	(87.0, 0.0005457207519929867)	(88.0, 0.0004849500669158168)	(89.0, 0.0004983196176327941)	(90.0, 0.0004691496887957525)	(91.0, 0.00044119517366025433)	(92.0, 0.0004606417928849487)	(93.0, 0.00044119517366025433)	(94.0, 0.0004387643462571676)	(95.0, 0.00045821096548186196)	(96.0, 0.0005019658587374244)	(97.0, 0.0006064914370701568)	(98.0, 0.00072560197982141)	(99.0, 0.0015350675050493146)	(100.0, 0.004352396465226917)
